Xi,Yi,Zi,Xj,Yj,Zj,Item,Lij,Uij,Cij
s,0,a,10,0,b,24RISERS 6 X 8,100000,100000,0
s,0,a,24,0,b,8 X 18 TABLES,100000,100000,0
s,0,a,4,0,b,PODIUMS,100000,100000,0
s,0,a,21,0,b,6 X 18 TABLES,100000,100000,0
s,0,a,11,0,b,MEETING ROOM CHAIRS,100000,100000,0
s,0,a,2,0,b,66 ROUND TABLES,100000,100000,0
s,0,a,16,0,b,66 ROUND TABLES,100000,100000,0
s,0,a,24,0,b,SETS OF STAGE STEPS,100000,100000,0
s,0,a,11,0,b,66 ROUND TABLES,100000,100000,0
s,0,a,9,0,b,6 X 30 TABLES,100000,100000,0
s,0,a,36,0,b,SETS OF STAGE STEPS,100000,100000,0
s,0,a,13,0,b,30 COCKTAIL ROUNDS,100000,100000,0
s,0,a,30,0,b,6 X 18 TABLES,100000,100000,0
