Xi,Yi,Zi,Xj,Yj,Zj,Item,Lij,Uij,Cij
31,0,b,34,1,a,24RISERS 6 X 8,0,100000000,7.091991611
33,0,b,4,1,a,66 ROUND TABLES,0,100000000,8.606856826
18,0,b,17,1,a,MEETING ROOM CHAIRS,0,100000000,3.822739677
30,0,b,33,1,a,16RISERS 6 X 8,0,100000000,8.07559501
28,0,b,6,1,a,30 COCKTAIL ROUNDS,0,100000000,7.631453067
15,0,b,36,1,a,SETS OF STAGE STEPS,0,100000000,9.75359774
17,0,b,6,1,a,MEETING ROOM CHAIRS,0,100000000,8.213831117
17,0,b,34,1,a,8 X 18 TABLES,0,100000000,5.200831931
18,0,b,35,1,a,8 X 18 TABLES,0,100000000,8.014223412
14,0,b,15,1,a,6 X 30 TABLES,0,100000000,2.973975429
30,0,b,17,1,a,SETS OF STAGE STEPS,0,100000000,1.01202492
9,0,b,20,1,a,6 X 18 TABLES,0,100000000,9.199961713
12,0,b,10,1,a,30 STAND-UP ROUNDS,0,100000000,2.997731829
3,0,b,21,1,a,24RISERS 6 X 8,0,100000000,1.927614518
13,0,b,19,1,a,6 X 18 TABLES,0,100000000,5.874287883
18,0,b,6,1,a,16RISERS 6 X 8,0,100000000,5.258104872
19,0,b,22,1,a,66 ROUND TABLES,0,100000000,3.95157281
30,0,b,28,1,a,SETS OF STAGE STEPS,0,100000000,3.389503279
17,0,b,22,1,a,66 ROUND TABLES,0,100000000,7.018851673
7,0,b,2,1,a,8 X 30 TABLES,0,100000000,8.835258749
24,0,b,29,1,a,8 X 30 TABLES,0,100000000,5.926114663
22,0,b,36,1,a,30 COCKTAIL ROUNDS,0,100000000,8.786655598
6,0,b,8,1,a,8 X 18 TABLES,0,100000000,9.571357986
7,0,b,25,1,a,30 STAND-UP ROUNDS,0,100000000,0.662479063
3,0,b,34,1,a,8 X 18 TABLES,0,100000000,5.189902082
1,0,b,33,1,a,30 STAND-UP ROUNDS,0,100000000,6.017746703
36,0,b,27,1,a,PODIUMS,0,100000000,0.077575032
20,0,b,33,1,a,6 X 18 TABLES,0,100000000,5.762844886
7,0,b,12,1,a,24RISERS 6 X 8,0,100000000,6.666840051
33,0,b,5,1,a,30 COCKTAIL ROUNDS,0,100000000,2.288647396
12,0,b,24,1,a,16RISERS 6 X 8,0,100000000,0.341883009
14,0,b,15,1,a,8 X 18 TABLES,0,100000000,2.973975429
35,0,b,32,1,a,SETS OF STAGE STEPS,0,100000000,0.505544312
11,0,b,5,1,a,8 X 18 TABLES,0,100000000,7.121692121
32,0,b,17,1,a,MEETING ROOM CHAIRS,0,100000000,6.587706805
10,1,b,t,2,a,PODIUMS,0,1000000000,0
30,0,b,22,1,a,PODIUMS,0,100000000,5.447552163
9,0,b,18,1,a,6 X 30 TABLES,0,100000000,6.988853882
4,0,b,36,1,a,SETS OF STAGE STEPS,0,100000000,9.457708686
2,0,b,10,1,a,8 X 18 TABLES,0,100000000,4.895150678
33,0,b,8,1,a,16RISERS 6 X 8,0,100000000,7.105649904
9,0,b,15,1,a,8 X 30 TABLES,0,100000000,5.607819675
23,0,b,22,1,a,24RISERS 6 X 8,0,100000000,4.621338806
25,0,b,4,1,a,8 X 18 TABLES,0,100000000,7.481309925
17,0,b,21,1,a,MEETING ROOM CHAIRS,0,100000000,4.180253413
19,0,b,27,1,a,6 X 30 TABLES,0,100000000,3.385494763
35,0,b,30,1,a,8 X 30 TABLES,0,100000000,6.805451834
27,0,b,7,1,a,30 STAND-UP ROUNDS,0,100000000,6.141055224
27,0,b,5,1,a,30 COCKTAIL ROUNDS,0,100000000,7.600324739
13,0,b,29,1,a,66 ROUND TABLES,0,100000000,1.41788848
2,0,b,28,1,a,24RISERS 6 X 8,0,100000000,5.250935854
30,0,b,15,1,a,66 ROUND TABLES,0,100000000,0.794652727
22,0,b,25,1,a,6 X 30 TABLES,0,100000000,1.395634716
26,0,b,20,1,a,MEETING ROOM CHAIRS,0,100000000,1.149456512
36,0,b,29,1,a,MEETING ROOM CHAIRS,0,100000000,1.997846063
6,0,b,15,1,a,6 X 30 TABLES,0,100000000,8.934234288
4,0,b,4,1,a,6 X 30 TABLES,0,100000000,2.979399299
5,0,b,2,1,a,PODIUMS,0,100000000,1.19400871
29,0,b,2,1,a,MEETING ROOM CHAIRS,0,100000000,4.956987839
1,0,b,16,1,a,16RISERS 6 X 8,0,100000000,3.819071218
27,0,b,15,1,a,24RISERS 6 X 8,0,100000000,5.723363754
24,0,b,1,1,a,30 COCKTAIL ROUNDS,0,100000000,2.322932804
22,0,b,26,1,a,30 COCKTAIL ROUNDS,0,100000000,0.676299891
18,0,b,26,1,a,66 ROUND TABLES,0,100000000,8.483972961
12,0,b,3,1,a,30 COCKTAIL ROUNDS,0,100000000,6.28333568
11,0,b,14,1,a,66 ROUND TABLES,0,100000000,8.384318111
3,0,b,9,1,a,30 STAND-UP ROUNDS,0,100000000,0.712174827
7,0,b,9,1,a,SETS OF STAGE STEPS,0,100000000,6.237181606
13,0,b,1,1,a,8 X 30 TABLES,0,100000000,9.443425378
11,0,b,26,1,a,6 X 18 TABLES,0,100000000,0.304587806
19,0,b,34,1,a,SETS OF STAGE STEPS,0,100000000,3.602200929
9,0,b,36,1,a,66 ROUND TABLES,0,100000000,6.754928729
11,0,b,10,1,a,16RISERS 6 X 8,0,100000000,3.629950454
26,0,b,24,1,a,16RISERS 6 X 8,0,100000000,5.947845876
9,0,b,22,1,a,8 X 30 TABLES,0,100000000,3.203207938
36,0,b,29,1,a,66 ROUND TABLES,0,100000000,1.997846063
3,0,b,29,1,a,6 X 30 TABLES,0,100000000,2.967059867
28,0,b,34,1,a,66 ROUND TABLES,0,100000000,8.804879427
18,0,b,22,1,a,6 X 30 TABLES,0,100000000,0.620415776
4,0,b,35,1,a,SETS OF STAGE STEPS,0,100000000,8.401618053
36,0,b,18,1,a,24RISERS 6 X 8,0,100000000,5.876661336
12,0,b,9,1,a,24RISERS 6 X 8,0,100000000,8.619583614
8,0,b,17,1,a,30 STAND-UP ROUNDS,0,100000000,6.673413835
27,0,b,20,1,a,8 X 30 TABLES,0,100000000,3.924882507
6,0,b,35,1,a,16RISERS 6 X 8,0,100000000,5.212101182
2,0,b,10,1,a,30 STAND-UP ROUNDS,0,100000000,4.895150678
17,0,b,24,1,a,66 ROUND TABLES,0,100000000,7.675887062
33,0,b,1,1,a,6 X 30 TABLES,0,100000000,8.653856246
20,0,b,10,1,a,PODIUMS,0,100000000,2.766179765
4,0,b,3,1,a,6 X 18 TABLES,0,100000000,4.56526729
10,0,b,36,1,a,6 X 18 TABLES,0,100000000,4.230514111
25,0,b,9,1,a,8 X 30 TABLES,0,100000000,4.398011539
27,0,b,36,1,a,30 STAND-UP ROUNDS,0,100000000,2.711914805
2,0,b,35,1,a,6 X 30 TABLES,0,100000000,2.562781762
10,0,b,26,1,a,8 X 30 TABLES,0,100000000,6.791726569
19,0,b,6,1,a,PODIUMS,0,100000000,8.842521274
16,0,b,29,1,a,8 X 18 TABLES,0,100000000,6.440887851
7,1,b,t,2,a,SETS OF STAGE STEPS,0,1000000000,0
32,0,b,16,1,a,SETS OF STAGE STEPS,0,100000000,8.297883189
32,0,b,5,1,a,6 X 18 TABLES,0,100000000,6.023947221
32,0,b,8,1,a,PODIUMS,0,100000000,4.845301133
24,0,b,25,1,a,6 X 30 TABLES,0,100000000,7.607099594
17,0,b,19,1,a,SETS OF STAGE STEPS,0,100000000,6.932342174
8,0,b,18,1,a,MEETING ROOM CHAIRS,0,100000000,3.336404332
6,0,b,22,1,a,6 X 18 TABLES,0,100000000,5.451814154
11,0,b,33,1,a,16RISERS 6 X 8,0,100000000,4.945934728
10,0,b,32,1,a,66 ROUND TABLES,0,100000000,3.172227495
31,0,b,21,1,a,16RISERS 6 X 8,0,100000000,3.28710104
30,0,b,17,1,a,30 STAND-UP ROUNDS,0,100000000,1.01202492
34,0,b,5,1,a,PODIUMS,0,100000000,1.078554861
25,0,b,6,1,a,30 COCKTAIL ROUNDS,0,100000000,1.57986801
34,0,b,29,1,a,MEETING ROOM CHAIRS,0,100000000,1.204063582
26,0,b,21,1,a,MEETING ROOM CHAIRS,0,100000000,7.698257162
13,0,b,26,1,a,8 X 18 TABLES,0,100000000,7.454917405
9,0,b,3,1,a,6 X 18 TABLES,0,100000000,6.912530766
29,0,b,8,1,a,8 X 18 TABLES,0,100000000,7.225027951
10,0,b,3,1,a,66 ROUND TABLES,0,100000000,8.101040354
7,0,b,30,1,a,PODIUMS,0,100000000,4.185084493
1,0,b,6,1,a,24RISERS 6 X 8,0,100000000,6.859864486
36,0,b,36,1,a,30 STAND-UP ROUNDS,0,100000000,2.256379406
36,0,b,10,1,a,MEETING ROOM CHAIRS,0,100000000,3.813047685
10,0,b,31,1,a,16RISERS 6 X 8,0,100000000,0.633559495
15,0,b,16,1,a,MEETING ROOM CHAIRS,0,100000000,5.397342214
15,0,b,20,1,a,66 ROUND TABLES,0,100000000,2.995951384
14,0,b,11,1,a,8 X 30 TABLES,0,100000000,9.274141619
12,0,b,21,1,a,6 X 18 TABLES,0,100000000,4.975384821
6,0,b,15,1,a,PODIUMS,0,100000000,8.934234288
23,0,b,34,1,a,16RISERS 6 X 8,0,100000000,4.316620878
32,0,b,1,1,a,MEETING ROOM CHAIRS,0,100000000,2.696943552
7,0,b,8,1,a,16RISERS 6 X 8,0,100000000,4.5711702
13,0,b,11,1,a,MEETING ROOM CHAIRS,0,100000000,7.059789138
16,0,b,9,1,a,30 COCKTAIL ROUNDS,0,100000000,3.418785034
15,0,b,2,1,a,30 STAND-UP ROUNDS,0,100000000,9.823044425
27,0,b,18,1,a,SETS OF STAGE STEPS,0,100000000,9.219653292
19,0,b,25,1,a,8 X 30 TABLES,0,100000000,5.099055665
25,0,b,6,1,a,24RISERS 6 X 8,0,100000000,1.57986801
4,0,b,21,1,a,24RISERS 6 X 8,0,100000000,2.509512394
28,0,b,12,1,a,24RISERS 6 X 8,0,100000000,9.387317343
4,0,b,28,1,a,6 X 18 TABLES,0,100000000,3.025640918
25,0,b,22,1,a,6 X 18 TABLES,0,100000000,6.4520244
22,0,b,28,1,a,8 X 18 TABLES,0,100000000,4.001766157
18,0,b,26,1,a,6 X 18 TABLES,0,100000000,8.483972961
12,0,b,28,1,a,6 X 30 TABLES,0,100000000,1.835596679
31,0,b,18,1,a,30 STAND-UP ROUNDS,0,100000000,9.786890377
21,0,b,15,1,a,MEETING ROOM CHAIRS,0,100000000,5.781636684
19,0,b,29,1,a,6 X 30 TABLES,0,100000000,4.568768038
12,0,b,7,1,a,24RISERS 6 X 8,0,100000000,8.706802144
23,0,b,34,1,a,8 X 30 TABLES,0,100000000,4.316620878
24,0,b,26,1,a,30 COCKTAIL ROUNDS,0,100000000,5.956802258
34,0,b,12,1,a,8 X 18 TABLES,0,100000000,8.360868827
24,0,b,17,1,a,6 X 30 TABLES,0,100000000,0.272618191
6,0,b,17,1,a,16RISERS 6 X 8,0,100000000,4.857476727
25,0,b,22,1,a,66 ROUND TABLES,0,100000000,6.4520244
17,0,b,1,1,a,SETS OF STAGE STEPS,0,100000000,8.523220299
10,0,b,32,1,a,8 X 18 TABLES,0,100000000,3.172227495
21,0,b,27,1,a,8 X 18 TABLES,0,100000000,5.912200788
16,0,b,25,1,a,66 ROUND TABLES,0,100000000,8.870902918
1,0,b,17,1,a,MEETING ROOM CHAIRS,0,100000000,4.148862902
34,0,b,28,1,a,6 X 18 TABLES,0,100000000,7.581737049
5,1,b,t,2,a,66 ROUND TABLES,0,1000000000,0
30,0,b,4,1,a,PODIUMS,0,100000000,8.895943154
16,0,b,35,1,a,6 X 30 TABLES,0,100000000,4.0238252
29,0,b,25,1,a,24RISERS 6 X 8,0,100000000,8.543819994
14,1,b,t,2,a,8 X 30 TABLES,0,1000000000,0
34,0,b,23,1,a,16RISERS 6 X 8,0,100000000,4.672015946
27,0,b,22,1,a,6 X 30 TABLES,0,100000000,4.078412817
28,0,b,30,1,a,16RISERS 6 X 8,0,100000000,2.842214484
5,0,b,36,1,a,30 STAND-UP ROUNDS,0,100000000,8.243907781
17,0,b,9,1,a,24RISERS 6 X 8,0,100000000,3.178733551
29,0,b,21,1,a,8 X 30 TABLES,0,100000000,9.773333714
23,0,b,2,1,a,8 X 30 TABLES,0,100000000,6.159606256
6,0,b,3,1,a,6 X 18 TABLES,0,100000000,8.179070959
9,0,b,33,1,a,6 X 18 TABLES,0,100000000,2.509919281
7,0,b,31,1,a,SETS OF STAGE STEPS,0,100000000,8.215600864
6,0,b,24,1,a,24RISERS 6 X 8,0,100000000,5.739767305
27,0,b,14,1,a,30 STAND-UP ROUNDS,0,100000000,1.937728607
9,0,b,24,1,a,PODIUMS,0,100000000,8.088599612
2,0,b,15,1,a,30 STAND-UP ROUNDS,0,100000000,1.456917993
13,0,b,25,1,a,8 X 18 TABLES,0,100000000,8.207130862
7,0,b,6,1,a,66 ROUND TABLES,0,100000000,5.852620083
14,0,b,31,1,a,MEETING ROOM CHAIRS,0,100000000,2.183702892
6,0,b,7,1,a,8 X 30 TABLES,0,100000000,3.067922085
17,0,b,13,1,a,8 X 18 TABLES,0,100000000,7.794710442
15,0,b,13,1,a,8 X 18 TABLES,0,100000000,0.136219967
27,0,b,9,1,a,MEETING ROOM CHAIRS,0,100000000,9.527935197
1,0,b,19,1,a,SETS OF STAGE STEPS,0,100000000,7.082010639
3,0,b,17,1,a,66 ROUND TABLES,0,100000000,3.110204712
32,0,b,23,1,a,30 STAND-UP ROUNDS,0,100000000,3.327160451
36,0,b,2,1,a,8 X 18 TABLES,0,100000000,3.547326492
33,0,b,29,1,a,16RISERS 6 X 8,0,100000000,6.554166402
9,0,b,30,1,a,24RISERS 6 X 8,0,100000000,6.930064385
17,0,b,35,1,a,MEETING ROOM CHAIRS,0,100000000,7.113969584
24,0,b,25,1,a,PODIUMS,0,100000000,7.607099594
16,0,b,15,1,a,30 STAND-UP ROUNDS,0,100000000,8.152924028
22,0,b,16,1,a,16RISERS 6 X 8,0,100000000,5.045775621
32,0,b,22,1,a,6 X 18 TABLES,0,100000000,3.108731509
31,0,b,32,1,a,66 ROUND TABLES,0,100000000,4.488942903
19,0,b,8,1,a,66 ROUND TABLES,0,100000000,8.011490158
26,0,b,10,1,a,30 STAND-UP ROUNDS,0,100000000,3.621911737
1,0,b,23,1,a,SETS OF STAGE STEPS,0,100000000,0.307983425
26,0,b,13,1,a,30 COCKTAIL ROUNDS,0,100000000,6.632404973
27,0,b,35,1,a,SETS OF STAGE STEPS,0,100000000,0.801845092
34,0,b,10,1,a,66 ROUND TABLES,0,100000000,8.632618892
14,0,b,9,1,a,8 X 30 TABLES,0,100000000,7.911542537
33,0,b,9,1,a,PODIUMS,0,100000000,5.184735273
28,0,b,26,1,a,SETS OF STAGE STEPS,0,100000000,7.236335093
16,0,b,19,1,a,SETS OF STAGE STEPS,0,100000000,8.585826197
21,1,b,t,2,a,66 ROUND TABLES,0,1000000000,0
23,0,b,4,1,a,30 STAND-UP ROUNDS,0,100000000,3.944892423
29,0,b,18,1,a,8 X 18 TABLES,0,100000000,7.538258025
9,0,b,13,1,a,PODIUMS,0,100000000,0.820020087
26,0,b,19,1,a,6 X 18 TABLES,0,100000000,9.725893912
6,0,b,22,1,a,16RISERS 6 X 8,0,100000000,5.451814154
33,0,b,25,1,a,PODIUMS,0,100000000,9.810262224
22,0,b,15,1,a,8 X 30 TABLES,0,100000000,1.356357034
32,0,b,27,1,a,MEETING ROOM CHAIRS,0,100000000,4.794468121
9,0,b,5,1,a,8 X 18 TABLES,0,100000000,0.294297068
23,0,b,16,1,a,6 X 30 TABLES,0,100000000,9.778576194
34,0,b,34,1,a,6 X 30 TABLES,0,100000000,4.634274746
20,0,b,10,1,a,24RISERS 6 X 8,0,100000000,2.766179765
36,0,b,20,1,a,MEETING ROOM CHAIRS,0,100000000,0.394014386
28,0,b,17,1,a,16RISERS 6 X 8,0,100000000,7.234992898
2,0,b,4,1,a,8 X 18 TABLES,0,100000000,0.582167066
4,0,b,34,1,a,MEETING ROOM CHAIRS,0,100000000,5.013119861
11,0,b,17,1,a,16RISERS 6 X 8,0,100000000,4.153682995
4,0,b,27,1,a,24RISERS 6 X 8,0,100000000,4.776305685
32,0,b,24,1,a,SETS OF STAGE STEPS,0,100000000,7.62847546
6,0,b,21,1,a,MEETING ROOM CHAIRS,0,100000000,0.886883847
30,0,b,25,1,a,PODIUMS,0,100000000,0.97692448
32,0,b,23,1,a,MEETING ROOM CHAIRS,0,100000000,3.327160451
36,0,b,9,1,a,30 STAND-UP ROUNDS,0,100000000,7.143555404
16,0,b,14,1,a,30 COCKTAIL ROUNDS,0,100000000,0.761009894
11,0,b,32,1,a,SETS OF STAGE STEPS,0,100000000,4.807195718
6,0,b,24,1,a,8 X 30 TABLES,0,100000000,5.739767305
36,0,b,3,1,a,PODIUMS,0,100000000,5.920798974
34,0,b,15,1,a,MEETING ROOM CHAIRS,0,100000000,3.572925428
26,0,b,26,1,a,6 X 18 TABLES,0,100000000,3.787598097
31,0,b,5,1,a,8 X 18 TABLES,0,100000000,5.788330545
26,0,b,31,1,a,30 STAND-UP ROUNDS,0,100000000,6.633844587
34,0,b,30,1,a,8 X 30 TABLES,0,100000000,9.228095198
32,0,b,27,1,a,30 COCKTAIL ROUNDS,0,100000000,4.794468121
7,0,b,8,1,a,MEETING ROOM CHAIRS,0,100000000,4.5711702
25,0,b,13,1,a,6 X 30 TABLES,0,100000000,1.635545588
14,0,b,1,1,a,16RISERS 6 X 8,0,100000000,4.245264642
35,0,b,23,1,a,8 X 30 TABLES,0,100000000,0.366338534
28,0,b,7,1,a,16RISERS 6 X 8,0,100000000,5.137770279
18,0,b,36,1,a,24RISERS 6 X 8,0,100000000,4.878262442
30,0,b,28,1,a,30 STAND-UP ROUNDS,0,100000000,3.389503279
25,0,b,20,1,a,30 STAND-UP ROUNDS,0,100000000,2.740718616
12,0,b,16,1,a,MEETING ROOM CHAIRS,0,100000000,0.989102179
6,0,b,11,1,a,6 X 18 TABLES,0,100000000,2.630693332
26,0,b,15,1,a,PODIUMS,0,100000000,6.347547754
28,0,b,25,1,a,16RISERS 6 X 8,0,100000000,6.958151739
31,0,b,22,1,a,6 X 30 TABLES,0,100000000,8.170052922
30,0,b,30,1,a,24RISERS 6 X 8,0,100000000,9.358353035
17,0,b,9,1,a,MEETING ROOM CHAIRS,0,100000000,3.178733551
21,0,b,23,1,a,24RISERS 6 X 8,0,100000000,8.098187948
10,0,b,27,1,a,6 X 18 TABLES,0,100000000,8.768732456
23,0,b,23,1,a,30 STAND-UP ROUNDS,0,100000000,0.791943514
21,0,b,28,1,a,MEETING ROOM CHAIRS,0,100000000,2.187786241
21,0,b,26,1,a,6 X 30 TABLES,0,100000000,7.984416649
16,0,b,26,1,a,30 STAND-UP ROUNDS,0,100000000,2.647684344
4,0,b,23,1,a,66 ROUND TABLES,0,100000000,6.14116227
9,0,b,30,1,a,30 COCKTAIL ROUNDS,0,100000000,6.930064385
30,0,b,28,1,a,16RISERS 6 X 8,0,100000000,3.389503279
6,0,b,1,1,a,6 X 30 TABLES,0,100000000,4.452508765
19,0,b,35,1,a,6 X 30 TABLES,0,100000000,8.546388837
31,0,b,33,1,a,MEETING ROOM CHAIRS,0,100000000,7.074476296
15,0,b,2,1,a,PODIUMS,0,100000000,9.823044425
25,0,b,21,1,a,66 ROUND TABLES,0,100000000,4.478494584
9,0,b,13,1,a,6 X 18 TABLES,0,100000000,0.820020087
4,0,b,12,1,a,30 STAND-UP ROUNDS,0,100000000,3.488297613
14,0,b,30,1,a,16RISERS 6 X 8,0,100000000,5.439092421
7,0,b,30,1,a,6 X 30 TABLES,0,100000000,4.185084493
1,0,b,10,1,a,30 COCKTAIL ROUNDS,0,100000000,6.11212125
26,0,b,32,1,a,66 ROUND TABLES,0,100000000,1.75239412
30,0,b,2,1,a,8 X 18 TABLES,0,100000000,2.922868596
33,0,b,23,1,a,16RISERS 6 X 8,0,100000000,3.115448476
11,0,b,5,1,a,6 X 18 TABLES,0,100000000,7.121692121
33,0,b,10,1,a,MEETING ROOM CHAIRS,0,100000000,0.368200063
18,0,b,27,1,a,24RISERS 6 X 8,0,100000000,9.297388908
9,0,b,25,1,a,SETS OF STAGE STEPS,0,100000000,5.329935461
17,0,b,26,1,a,PODIUMS,0,100000000,1.95392646
7,0,b,32,1,a,30 STAND-UP ROUNDS,0,100000000,2.891197982
29,0,b,10,1,a,6 X 18 TABLES,0,100000000,1.962017675
3,1,b,t,2,a,8 X 30 TABLES,0,1000000000,0
14,0,b,4,1,a,MEETING ROOM CHAIRS,0,100000000,2.574454563
16,1,b,t,2,a,8 X 18 TABLES,0,1000000000,0
1,0,b,7,1,a,30 STAND-UP ROUNDS,0,100000000,3.588975753
3,0,b,27,1,a,30 COCKTAIL ROUNDS,0,100000000,4.152195339
14,0,b,29,1,a,SETS OF STAGE STEPS,0,100000000,9.452429348
35,0,b,21,1,a,SETS OF STAGE STEPS,0,100000000,3.498194384
29,0,b,5,1,a,MEETING ROOM CHAIRS,0,100000000,2.793205089
20,0,b,20,1,a,SETS OF STAGE STEPS,0,100000000,7.392837599
29,0,b,30,1,a,16RISERS 6 X 8,0,100000000,8.558091619
33,0,b,2,1,a,8 X 18 TABLES,0,100000000,3.595887249
7,0,b,36,1,a,24RISERS 6 X 8,0,100000000,5.665510593
36,1,b,t,2,a,PODIUMS,0,1000000000,0
4,0,b,34,1,a,8 X 18 TABLES,0,100000000,5.013119861
33,0,b,21,1,a,8 X 30 TABLES,0,100000000,0.190470593
3,0,b,12,1,a,30 COCKTAIL ROUNDS,0,100000000,1.342250313
20,0,b,1,1,a,8 X 18 TABLES,0,100000000,0.410301964
14,0,b,13,1,a,30 COCKTAIL ROUNDS,0,100000000,3.700667272
27,0,b,32,1,a,24RISERS 6 X 8,0,100000000,6.416360401
4,0,b,3,1,a,30 COCKTAIL ROUNDS,0,100000000,4.56526729
18,0,b,3,1,a,8 X 30 TABLES,0,100000000,3.132680011
30,0,b,31,1,a,6 X 30 TABLES,0,100000000,4.728876867
32,0,b,21,1,a,16RISERS 6 X 8,0,100000000,5.552932201
4,0,b,29,1,a,PODIUMS,0,100000000,8.579863177
27,0,b,33,1,a,30 STAND-UP ROUNDS,0,100000000,1.854520388
11,0,b,29,1,a,SETS OF STAGE STEPS,0,100000000,3.166584953
21,0,b,32,1,a,6 X 18 TABLES,0,100000000,9.739762141
32,0,b,17,1,a,16RISERS 6 X 8,0,100000000,6.587706805
14,0,b,27,1,a,30 COCKTAIL ROUNDS,0,100000000,8.241931275
34,1,b,t,2,a,30 STAND-UP ROUNDS,0,1000000000,0
36,0,b,26,1,a,66 ROUND TABLES,0,100000000,7.713923412
9,0,b,36,1,a,SETS OF STAGE STEPS,0,100000000,6.754928729
30,0,b,32,1,a,66 ROUND TABLES,0,100000000,0.171042299
26,0,b,4,1,a,24RISERS 6 X 8,0,100000000,0.544817997
1,0,b,22,1,a,66 ROUND TABLES,0,100000000,7.523161899
20,0,b,11,1,a,PODIUMS,0,100000000,6.753154132
32,0,b,31,1,a,16RISERS 6 X 8,0,100000000,6.638316036
18,0,b,16,1,a,16RISERS 6 X 8,0,100000000,1.164411458
28,0,b,12,1,a,PODIUMS,0,100000000,9.387317343
15,0,b,17,1,a,6 X 18 TABLES,0,100000000,5.204988245
17,0,b,18,1,a,MEETING ROOM CHAIRS,0,100000000,4.074112831
28,0,b,34,1,a,MEETING ROOM CHAIRS,0,100000000,8.804879427
17,0,b,3,1,a,24RISERS 6 X 8,0,100000000,5.596411277
30,0,b,13,1,a,6 X 30 TABLES,0,100000000,3.833532883
16,0,b,9,1,a,MEETING ROOM CHAIRS,0,100000000,3.418785034
30,0,b,25,1,a,6 X 30 TABLES,0,100000000,0.97692448
28,0,b,17,1,a,30 COCKTAIL ROUNDS,0,100000000,7.234992898
2,0,b,1,1,a,66 ROUND TABLES,0,100000000,2.980853409
30,0,b,16,1,a,66 ROUND TABLES,0,100000000,3.964080635
13,0,b,5,1,a,MEETING ROOM CHAIRS,0,100000000,6.251987744
24,0,b,7,1,a,6 X 18 TABLES,0,100000000,0.001775289
21,0,b,6,1,a,16RISERS 6 X 8,0,100000000,5.388514892
8,0,b,7,1,a,PODIUMS,0,100000000,3.230962779
2,0,b,27,1,a,16RISERS 6 X 8,0,100000000,1.365521605
25,0,b,29,1,a,MEETING ROOM CHAIRS,0,100000000,0.801988059
5,0,b,1,1,a,PODIUMS,0,100000000,2.993466333
15,0,b,33,1,a,24RISERS 6 X 8,0,100000000,9.844618864
1,0,b,28,1,a,PODIUMS,0,100000000,2.165220764
1,1,b,t,2,a,24RISERS 6 X 8,0,1000000000,0
9,0,b,29,1,a,6 X 30 TABLES,0,100000000,2.430440608
27,0,b,24,1,a,SETS OF STAGE STEPS,0,100000000,9.914549022
10,0,b,8,1,a,66 ROUND TABLES,0,100000000,5.670784133
34,0,b,23,1,a,8 X 30 TABLES,0,100000000,4.672015946
4,0,b,6,1,a,PODIUMS,0,100000000,3.337332964
23,0,b,8,1,a,SETS OF STAGE STEPS,0,100000000,6.29787442
21,0,b,21,1,a,8 X 30 TABLES,0,100000000,5.303790415
20,0,b,22,1,a,66 ROUND TABLES,0,100000000,1.584027793
6,0,b,24,1,a,PODIUMS,0,100000000,5.739767305
13,0,b,8,1,a,8 X 30 TABLES,0,100000000,8.656184653
36,0,b,36,1,a,30 COCKTAIL ROUNDS,0,100000000,2.256379406
1,0,b,17,1,a,8 X 18 TABLES,0,100000000,4.148862902
34,0,b,19,1,a,66 ROUND TABLES,0,100000000,6.239826563
10,0,b,32,1,a,MEETING ROOM CHAIRS,0,100000000,3.172227495
29,0,b,13,1,a,8 X 30 TABLES,0,100000000,2.935943743
21,0,b,22,1,a,8 X 18 TABLES,0,100000000,8.251310487
12,0,b,36,1,a,30 STAND-UP ROUNDS,0,100000000,0.931303232
26,0,b,25,1,a,16RISERS 6 X 8,0,100000000,2.083962767
24,0,b,17,1,a,24RISERS 6 X 8,0,100000000,0.272618191
9,0,b,33,1,a,16RISERS 6 X 8,0,100000000,2.509919281
20,0,b,10,1,a,MEETING ROOM CHAIRS,0,100000000,2.766179765
12,0,b,12,1,a,MEETING ROOM CHAIRS,0,100000000,1.699023744
28,0,b,34,1,a,30 COCKTAIL ROUNDS,0,100000000,8.804879427
25,0,b,29,1,a,30 COCKTAIL ROUNDS,0,100000000,0.801988059
9,0,b,17,1,a,6 X 30 TABLES,0,100000000,2.810673137
24,0,b,24,1,a,30 COCKTAIL ROUNDS,0,100000000,9.820544142
9,0,b,30,1,a,SETS OF STAGE STEPS,0,100000000,6.930064385
14,0,b,36,1,a,8 X 30 TABLES,0,100000000,8.890403937
24,0,b,19,1,a,6 X 30 TABLES,0,100000000,8.148543944
34,0,b,27,1,a,66 ROUND TABLES,0,100000000,0.061337676
10,0,b,25,1,a,24RISERS 6 X 8,0,100000000,7.297611276
35,0,b,25,1,a,6 X 30 TABLES,0,100000000,7.372448531
5,0,b,31,1,a,PODIUMS,0,100000000,6.337951321
21,0,b,9,1,a,66 ROUND TABLES,0,100000000,9.870824538
10,0,b,23,1,a,24RISERS 6 X 8,0,100000000,5.59481532
14,0,b,34,1,a,8 X 30 TABLES,0,100000000,0.566867954
1,0,b,32,1,a,24RISERS 6 X 8,0,100000000,6.448724335
2,0,b,27,1,a,6 X 18 TABLES,0,100000000,1.365521605
18,0,b,2,1,a,8 X 18 TABLES,0,100000000,9.268861053
3,0,b,7,1,a,8 X 18 TABLES,0,100000000,2.736868928
14,0,b,4,1,a,PODIUMS,0,100000000,2.574454563
13,0,b,11,1,a,66 ROUND TABLES,0,100000000,7.059789138
23,0,b,27,1,a,6 X 30 TABLES,0,100000000,3.090758507
